text1,text2
"J'ai payé 12€ pour une livraison rapide, et le produit met plus de 5 jours avant d'être expédié. J'ai préféré me tourner vers oscaro vu qu'ils avaient ma pièce plutot que d'appeler des garages du coins, en voyant des livrés en 2 jours ca aurait été parfait. Résultat je suis bloqué, aucun moyen de les contacter et des délais juste aberrant (deux fois de suite, c'est récurrent). C'est la deuxième fois que je commande un capteur fragile chez eux, et le premier était défectueux, il avait été écrasé (et ca vient de chez eux, c'est pas le colis qui était abimé mais la boite de la pièce). On dirais qu'ils n'expédient que le jeudi, super si vous êtes préssés. En bref leurs dates de livraison sont ouvertement mensongères, les mecs se mettent super bien sur des pièces qui coutent rien pour eux, et après sont pas foutus d'expédier ca en des délais corrects. En bref, si vous êtes pressés, c'est à fuir.","J'ai payé 12 € pour une livraison rapide, et le produit a pris plus de 5 jours avant d'être expédié. J'ai préféré me tourner vers oscaro puisqu'ils avaient ma chambre plutôt que d'appeler les garages du coin, voir les livraisons en 2 jours il aurait été parfait. Résultat Je suis bloqué, aucun moyen de les contacter et juste des délais aberrants (deux fois de suite, c'est récurrent). C'est la deuxième fois que je commande un capteur fragile à la maison, et la première était défectueuse, elle avait été écrasée (et ce n'est pas de leur maison, ce n'est pas le paquet qui a été endommagé mais la boîte de la chambre)."
Emballage médiocre Colis à moitié ouvert,Mauvais emballage demi-ouvert
Commande bien reçue dans les délais promis Piece correspondant bien a la demande Je commanderai de nouveau sur le site sans soucis,Commande bien reçue dans le temps promis Pièce correspondant bien à la demande je commanderai de nouveau sur le site sans soucis
"Pour cette commande les références du site correspondent bien, commande complète livraison dans les délais","Pour cette commande, les références du site correspondent bien, livraison complète de la commande dans les délais"
"Pas de soucis, c'est rapide et ce sont les bons articles.","Pas de soucis, c'est rapide et ce sont les bons objets."
"Choix des articles, clarté des descriptions mais toujours même problème avec chrono post qui ne livre pas à domicile mais en point relais alors que justement on paye plus cher pour être livré à domicile","Choix d'articles, clarté des descriptions mais encore problème avec le temps de la poste qui ne livre pas à la maison mais au point de relais tout en payant juste plus pour être livré à la maison"
"Le support du capteur ABS était détérioré, ne pouvant pas immobiliser le véhicule, je l’ai mis en place. Il s’agit d’un manquement dans le contrôle qualité.","Le support du capteur ABS a été détérioré, incapable d'immobiliser le véhicule, je l'ai mis en place. C'est une défaillance dans le contrôle de qualité."
Site facile et livraison rapide !,Site facile et livraison rapide!
Livraison rapide. tout est OK,"Livraison rapide, tout va bien."
Délai de livraison non respecté,Délai de livraison non respecté
Arrivée du colis à la date mais d=ouvert car le scotch de fermeture était un peu léger. Le colis était complet,L'arrivée du colis à la date mais ouvert comme le ruban de fermeture était un peu léger. Le colis était complet
Les pièces étaient conforme mais le colis est arrivé très endommagé voir ouvert. Même les emballages des pièces a l'intérieure du colis étaient ouvert comme si c'était volontaire...,"Les pièces étaient conformes, mais le paquet est arrivé très endommagé voir ouvert. Même l'emballage des pièces à l'intérieur du paquet étaient ouverts comme si..."
Une facilité pour les achats confore à ma voiture. Seul bémol : ma commande a été scindé en deux livraisons et le délai étai plus long que ce que j'espérais.,Une facilité d'achat se présente avec ma voiture. Seulement plat: ma commande a été divisée en deux livraisons et le délai était plus long que je ne le pensais.
bon produit habituée a commander des produits et des pièces de rechange. bon matériel,bon produit utilisé pour la commande de produits et de pièces de rechange. bon matériau
"Pièces compatibles, tarifs corrects","Pièces compatibles, prix corrects"
Bon site bonne expérience,Bonne expérience du site Web
Très content de mon achat et de la livraison qu'il a été faite rapidement,Très heureux de mon achat et de la livraison qu'il a été fait rapidement
La pièce commandée est arrivée dans les délais et conforme à ma commande.,La partie ordonnée arriva à temps et se conforma à mon ordre.
Les délais sont trop longs,Les délais sont trop longs
Choix prix livraison,Choix de la livraison du prix
"Le produit (deux amortisseurs) conforme à la description, bien emballé, à peine commandé déjà livré a été installé sans problème sur mon Partner. Il me faudra bientôt répéter cette opérations avec les amortisseurs arrières. Merci","Le produit (deux amortisseurs) est conforme à la description, bien emballé, à peine commandé déjà livré a été installé sans problème sur mon partenaire. Je vais bientôt devoir répéter cette opération avec les amortisseurs arrière."
oscaro super mais mondial relay nul livraison prévue en locker puis chez un commerçant à 35 mn de chez moi dans une zone commercial sans trottoir ou les bus ne passe pas pas de voiture donc taxi donc livraison zéro plus jamais mondial relay,oscaro super mais mondial relais pas de livraison prévue dans le casier puis à un commerçant 35 minutes de moi dans une zone commerciale sans trottoir ou bus ne pas passer une voiture donc taxi zéro livraison pas plus mondial relais
"Commande reçue rapidement, impeccable. Par contre pour juste un petit article (verrin de coffre ) c'est un peu dommage de l'avoir mis dans un aussi grand carton....","Commande reçue rapidement, impeccable. D'autre part, pour un petit article (boîte en verre) il est un peu dommage de l'avoir mis dans un si grand carton...."
Délai livraison,Délai de livraison
J’ai rentré ma plaque d’immatriculation pour des balais d’essui-glace et je viens de recevoir ma commande et ce n’est pas les bons. Je pars en vacances ce soir c’est donc fichu ! Très déçu !,J'ai ma plaque d'immatriculation pour balai de glace et je viens d'obtenir ma commande et ce n'est pas la bonne. Je pars en vacances ce soir donc c'est fini! Très déçu!
Parfait commande reçu rapidement,Commande parfaite reçue rapidement
"Facilité d’utilisation du site, par contre une livraison beaucoup moins facilité","Facilité d'utilisation du site, d'autre part, une livraison beaucoup moins facile"
Bonsoir produits livrés en temps et en heure,Produits du soir livrés en temps et en heure
"J'ai commandé chez oscaro des essuis glace voiture. Après une erreur chez un autre fournisseur en ligne, cette fois chez oscaro avec l'immatriculation, j'ai reçu la ref exacte qu'il me fallait. Rapidité de livraison, très bon suivi commande et tarifs très bien. Je recommande vraiment ce site pour les pièces voitures! Une dame seule de 67 ans. Si moi j'y arrive toute le monde y arrive aussi.","Après une erreur d'un autre fournisseur en ligne, cette fois à oscaro avec l'enregistrement, j'ai reçu le ref exact que j'avais besoin. Vitesse de livraison, très bon ordre de suivi et les prix très bien. Je recommande vraiment ce site pour les pièces de voiture! Une femme célibataire de 67 ans. Si j'y arrive tout le monde y arrive aussi."
"Facilité pour rechercher les produits, suivi,rapidité de l envois,qualité de l emballage","Facile à rechercher pour les produits, le suivi, la vitesse des envois, la qualité de l'emballage"
"Choix des pièces pour le véhicule renseigné et des tarifs différents allant du simple au double , envoi , suivi et réception en temps et en heure","Choix de pièces pour le véhicule informé et différents taux allant de simple à double, envoi, suivi et réception à temps et à temps"
⁹très satisfait de ma commande,9très satisfait de ma commande
"Bonjour, la photo sur votre site ne correspond pas au matériel livré feu arrière gauche d'un Navara, la photo fait apparaitre le feu anti brouillard en rouge comme la pièce d'origine or a la livraison le feu est blanc !","Bonjour, la photo sur votre site ne correspond pas à l'équipement livré feux arrière gauche d'une Navara, la photo fait apparaître la lumière anti-fog en rouge comme la partie d'origine or à la livraison la lumière est blanche!"
Pièces conformes à la commande envoi rapide Prix raisonnable,Pièces conformes à la commande expédition rapide Prix raisonnable
Rapide et pro,Rapide et rapide
"Rapidité d'envoi, facilité de trouver les bonnes pièces sur le site.","Expédition rapide, facile à trouver les bons morceaux sur le site."
Colis totalement écrasé et ouvert,Emballage complètement broyé et ouvert
"J'ai été livré en 2 fois en point relais et les 2 fois les colis était ouvert,,,,","J'ai été livré en deux points relais et les deux fois que les paquets étaient ouverts,"
Pièces de qualité et délai de livraison respecté,Pièces de qualité et délai de livraison respectés
"Bonjour j'étais assez septique sur une commande en ligne, pour des pièces détachées pour mon véhicule pas de modèle c un peut au hasard. Mais la personne que j'ai eu au téléphone c donnée la peine de chercher et m'a envoyé les bonnes pièces. Merci à elle ainsi qu'à toute l'équipe. Philippe","Bonjour j'étais assez septique sur une commande en ligne, pour des pièces de rechange pour mon véhicule aucun modèle c on peut au hasard. Mais la personne que j'avais au téléphone c a eu la difficulté à chercher et m'a envoyé les bonnes pièces. Merci à elle et à toute l'équipe."
"Parfait , choix et rapidité","Parfait , choix et vitesse"
"Déçu même très déçu, colis livré 2 fois mais jamais à destination car le colis est trop grand,a moi de me débrouiller pour contacter le livreur qui me donne aucune explication et je recommande la même pièce et là on me livre mais pas dans la bonne ville. Et la pareille, aucune explication et a moi de retrouver mon colis et aucune explication et aucun geste pour le désagrément.","Déçu même très déçu, colis livré 2 fois mais jamais à destination parce que le colis est trop grand, c'est à moi de réussir à contacter la personne de livraison qui ne me donne aucune explication et je recommande la même chambre et là je suis livré mais pas dans la bonne ville. Et comme, aucune explication et je dois trouver mon colis et aucune explication et aucun geste pour le désagrément."
